"policy_id","policy_effective_year","month","underwriter","premium","coverage","irpm_value","loss_ratio","sales_manager","state","loss_ratio_category","irpm_status","action"
1346,"2015","Dec","Francis",48848,"contents",1.08,87,"Odeneho","GA","loss ratio>40%","has irpm","add debit"
7329,"2015","Dec","Bella",15532,"auto",0.63,69,"Odeneho","GA","loss ratio>40%","has irpm","no action"
1858,"2013","Jul","Janice",25812,"building",1.61,61,"Ayikple","NJ","loss ratio>40%","has irpm","no action"
10278,"2011","Mar","Franca",17795,"contents",1.71,51,"Odeneho","IL","loss ratio>40%","has irpm","no action"
5351,"2015","Feb","Abbie",17514,"building",1.3,32,"Ayikple","VA","loss ratio < 40%","has irpm","add credit"
433,"2011","Apr","Janice",48838,"home",1.04,83,"Dedu","MD","loss ratio>40%","has irpm","add debit"
9625,"2014","Apr","Emefa",43220,"auto",1.38,19,"Ayikple","NY","loss ratio < 40%","has irpm","add credit"
9335,"2013","May","Abena",16746,"home",1.48,47,"Ayikple","WI","loss ratio>40%","has irpm","no action"
7454,"2013","Aug","Abena",27219,"building",1.69,46,"Odeneho","FL","loss ratio>40%","has irpm","no action"
4488,"2011","Aug","Dan",12579,"home",1.02,37,"Ayikple","GA","loss ratio < 40%","has irpm","add credit"
2304,"2014","Oct","Mina",20985,"auto",0.65,72,"Odeneho","SC","loss ratio>40%","has irpm","no action"
5170,"2011","Jan","Adjoa",10614,"contents",0.96,81,"Odeneho","NJ","loss ratio>40%","has irpm","no action"
6885,"2015","Jan","David",20370,"contents",0.54,98,"Dedu","MN","loss ratio>40%","has irpm","no action"
5964,"2011","Apr","Priscilla",12410,"home",1.9,89,"Dedu","WI","loss ratio>40%","has irpm","add debit"
4158,"2011","Mar","Francis",48756,"products",0.74,67,"Dedu","NC","loss ratio>40%","has irpm","no action"
9579,"2014","Feb","Ben",25469,"products",1.57,36,"Odeneho","WI","loss ratio < 40%","has irpm","add credit"
5349,"2013","Jun","Kwabena",31471,"products",0.6,14,"Dedu","NJ","loss ratio < 40%","has irpm","add credit"
3886,"2014","Oct","Kwabena",12446,"auto",0.99,67,"Odeneho","SC","loss ratio>40%","has irpm","no action"
5212,"2012","May","Abena",9889,"contents",1.54,43,"Dedu","MN","loss ratio>40%","has irpm","no action"
9635,"2013","Oct","Adjoa",42486,"building",0.96,77,"Ayikple","MN","loss ratio>40%","has irpm","no action"
8602,"2010","Aug","Bella",12934,"products",0.64,29,"Ayikple","WI","loss ratio < 40%","has irpm","add credit"
9140,"2015","Dec","Ama",12089,"auto",1.61,32,"Odeneho","WI","loss ratio < 40%","has irpm","add credit"
1020,"2012","Apr","Aseda",46791,"contents",1.65,70,"Ayikple","SC","loss ratio>40%","has irpm","no action"
7515,"2013","May","Kwabena",9661,"contents",1.34,60,"Dedu","TN","loss ratio>40%","has irpm","no action"
4668,"2012","Sep","Aseda",15790,"products",1.11,21,"Odeneho","NJ","loss ratio < 40%","has irpm","add credit"
9215,"2012","Aug","Alex",7816,"home",1.74,17,"Odeneho","GA","loss ratio < 40%","has irpm","add credit"
325,"2010","Nov","Adjoa",13300,"home",1.62,45,"Odeneho","FL","loss ratio>40%","has irpm","no action"
7614,"2012","Aug","Bella",39074,"products",1.41,8,"Dedu","PA","loss ratio < 40%","has irpm","add credit"
6239,"2011","Jan","David",19531,"auto",0.58,2,"Dedu","MD","loss ratio < 40%","has irpm","add credit"
6649,"2015","Apr","Franca",48842,"contents",1.17,42,"Odeneho","MD","loss ratio>40%","has irpm","no action"
7458,"2013","Sep","Kwabena",14557,"building",1.04,50,"Ayikple","KY","loss ratio>40%","has irpm","no action"
4324,"2010","Jan","Emefa",16953,"building",1.88,74,"Dedu","TX","loss ratio>40%","has irpm","add debit"
7993,"2013","Aug","Aseda",31892,"products",1.86,27,"Ayikple","IL","loss ratio < 40%","has irpm","add credit"
1797,"2015","Mar","Emefa",21378,"building",1.98,12,"Dedu","NJ","loss ratio < 40%","has irpm","add credit"
9001,"2015","Feb","Bella",18475,"building",0.58,76,"Dedu","SC","loss ratio>40%","has irpm","no action"
9926,"2013","Jun","Ekow",37644,"building",1.17,25,"Dedu","WI","loss ratio < 40%","has irpm","add credit"
9770,"2015","May","Dan",35589,"building",0.89,10,"Dedu","WI","loss ratio < 40%","has irpm","add credit"
2716,"2015","Dec","Franca",18458,"building",1.37,90,"Dedu","NC","loss ratio>40%","has irpm","add debit"
8148,"2010","Jan","Francis",4701,"building",1.95,10,"Ayikple","TX","loss ratio < 40%","has irpm","add credit"
6720,"2012","Mar","Aseda",12424,"contents",1.69,5,"Odeneho","KY","loss ratio < 40%","has irpm","add credit"
2928,"2013","Aug","Adjoa",27098,"building",0.96,22,"Odeneho","IL","loss ratio < 40%","has irpm","add credit"
4154,"2011","Aug","Abbie",24780,"contents",1.88,85,"Dedu","GA","loss ratio>40%","has irpm","add debit"
3588,"2010","Mar","Francis",2703,"home",1.5,59,"Ayikple","IL","loss ratio>40%","has irpm","no action"
6694,"2015","Dec","Abena",4470,"products",1.51,2,"Odeneho","WI","loss ratio < 40%","has irpm","add credit"
9756,"2015","Apr","Kwasi",28903,"auto",1.11,79,"Dedu","MD","loss ratio>40%","has irpm","add debit"
132,"2010","Feb","Franca",2648,"auto",1.61,36,"Dedu","WI","loss ratio < 40%","has irpm","add credit"
5538,"2012","Jul","Kwasi",28946,"contents",0.67,5,"Dedu","TX","loss ratio < 40%","has irpm","add credit"
2024,"2013","Aug","Kwabena",17227,"auto",0.84,27,"Dedu","GA","loss ratio < 40%","has irpm","add credit"
6438,"2014","Mar","Francis",48443,"building",1.31,96,"Ayikple","TN","loss ratio>40%","has irpm","add debit"
2547,"2013","May","Ama",19976,"building",1.07,13,"Dedu","MN","loss ratio < 40%","has irpm","add credit"
7808,"2011","Aug","Franca",16828,"auto",0.61,9,"Odeneho","IL","loss ratio < 40%","has irpm","add credit"
7351,"2012","Dec","Priscilla",22147,"home",1.14,92,"Dedu","MN","loss ratio>40%","has irpm","add debit"
8690,"2015","Dec","David",6489,"building",1.07,2,"Dedu","PA","loss ratio < 40%","has irpm","add credit"
615,"2010","Apr","David",22920,"contents",0.82,48,"Dedu","NC","loss ratio>40%","has irpm","no action"
4976,"2014","Jun","Priscilla",16128,"products",1.78,68,"Ayikple","VA","loss ratio>40%","has irpm","no action"
4991,"2013","Apr","Aseda",47315,"products",1.2,60,"Odeneho","NY","loss ratio>40%","has irpm","no action"
9481,"2011","Oct","Alex",2126,"contents",1.93,64,"Odeneho","WI","loss ratio>40%","has irpm","no action"
2887,"2013","Feb","Franca",32952,"auto",0.59,48,"Dedu","GA","loss ratio>40%","has irpm","no action"
5740,"2012","May","Adjoa",30857,"products",1.61,32,"Dedu","NC","loss ratio < 40%","has irpm","add credit"
8078,"2011","Oct","Ben",39069,"auto",1.27,62,"Ayikple","PA","loss ratio>40%","has irpm","no action"
4947,"2012","May","David",21523,"building",1.66,70,"Ayikple","NY","loss ratio>40%","has irpm","add debit"
5952,"2011","Jan","Mina",17706,"products",1.17,35,"Odeneho","MD","loss ratio < 40%","has irpm","add credit"
773,"2013","Nov","Aseda",22610,"auto",0.73,76,"Ayikple","VA","loss ratio>40%","has irpm","no action"
10036,"2014","Jul","Dan",26175,"home",1.93,97,"Dedu","PA","loss ratio>40%","has irpm","add debit"
4311,"2012","Feb","Priscilla",25503,"home",0.98,10,"Ayikple","VA","loss ratio < 40%","has irpm","add credit"
1921,"2012","May","Adjoa",9576,"products",0.83,71,"Ayikple","TN","loss ratio>40%","has irpm","no action"
3547,"2013","Apr","Aseda",34900,"home",0.91,81,"Ayikple","MD","loss ratio>40%","has irpm","no action"
7621,"2013","Apr","Adjoa",6413,"contents",1.41,38,"Ayikple","NY","loss ratio < 40%","has irpm","add credit"
4261,"2015","May","Mina",10719,"contents",1.51,77,"Odeneho","MD","loss ratio>40%","has irpm","add debit"
5783,"2015","Feb","David",3298,"auto",0.72,74,"Dedu","FL","loss ratio>40%","has irpm","no action"
2429,"2013","Aug","Francis",15160,"building",1.67,3,"Dedu","IL","loss ratio < 40%","has irpm","add credit"
7022,"2015","Jan","Emefa",9289,"home",1.21,3,"Odeneho","KY","loss ratio < 40%","has irpm","add credit"
9065,"2012","Jan","Adjoa",18230,"products",0.63,13,"Odeneho","TX","loss ratio < 40%","has irpm","add credit"
9177,"2011","May","Alex",9077,"auto",1.53,66,"Ayikple","VA","loss ratio>40%","has irpm","no action"
8618,"2012","Jun","Emefa",36404,"building",0.67,99,"Dedu","NJ","loss ratio>40%","has irpm","no action"
8039,"2013","Apr","Adjoa",26866,"products",1.68,40,"Odeneho","MN","loss ratio>40%","has irpm","no action"
3566,"2015","May","Aseda",38247,"home",0.67,68,"Odeneho","NC","loss ratio>40%","has irpm","no action"
1181,"2011","Sep","Ben",28251,"products",1.63,17,"Ayikple","MN","loss ratio < 40%","has irpm","add credit"
7852,"2014","Nov","Mina",22715,"building",1.7,49,"Odeneho","TX","loss ratio>40%","has irpm","no action"
10074,"2013","Oct","Dan",4553,"building",1.57,6,"Ayikple","MD","loss ratio < 40%","has irpm","add credit"
10327,"2012","Sep","Kwabena",14707,"products",0.89,46,"Odeneho","KY","loss ratio>40%","has irpm","no action"
1225,"2012","Sep","Kwasi",42441,"building",1.32,48,"Ayikple","TN","loss ratio>40%","has irpm","no action"
9095,"2013","Oct","Aseda",21615,"products",1.4,35,"Ayikple","MN","loss ratio < 40%","has irpm","add credit"
2107,"2010","Feb","Priscilla",27951,"products",0.68,97,"Dedu","TN","loss ratio>40%","has irpm","no action"
394,"2015","Jul","Bella",35290,"building",1.75,17,"Odeneho","MN","loss ratio < 40%","has irpm","add credit"
6732,"2013","Jun","Abena",22681,"contents",0.81,63,"Ayikple","KY","loss ratio>40%","has irpm","no action"
9950,"2013","Aug","Aseda",4443,"home",1.29,83,"Ayikple","SC","loss ratio>40%","has irpm","add debit"
3362,"2014","May","Franca",21613,"home",0.96,18,"Odeneho","WI","loss ratio < 40%","has irpm","add credit"
2776,"2014","Mar","Adjoa",7776,"products",1.83,4,"Odeneho","KY","loss ratio < 40%","has irpm","add credit"
5164,"2014","Apr","Janice",11319,"products",1.04,80,"Dedu","MD","loss ratio>40%","has irpm","add debit"
10003,"2011","Dec","Kwasi",6830,"home",1.43,23,"Odeneho","GA","loss ratio < 40%","has irpm","add credit"
9742,"2013","Nov","Bella",19606,"contents",1.83,68,"Odeneho","NY","loss ratio>40%","has irpm","no action"
2176,"2010","Nov","Kwabena",19719,"building",0.86,6,"Odeneho","FL","loss ratio < 40%","has irpm","add credit"
6303,"2014","Feb","Bella",20350,"products",1.49,80,"Ayikple","WI","loss ratio>40%","has irpm","add debit"
8380,"2011","Dec","Ama",9432,"products",1.99,23,"Odeneho","SC","loss ratio < 40%","has irpm","add credit"
4783,"2012","Oct","Bella",17391,"auto",1.53,23,"Dedu","MN","loss ratio < 40%","has irpm","add credit"
3366,"2012","Aug","Ben",22414,"products",0.91,32,"Odeneho","VA","loss ratio < 40%","has irpm","add credit"
9799,"2014","Feb","Bella",47396,"auto",1.3,13,"Ayikple","TN","loss ratio < 40%","has irpm","add credit"
963,"2011","Oct","Aseda",6208,"building",0.88,53,"Dedu","VA","loss ratio>40%","has irpm","no action"
4590,"2013","May","Emefa",47134,"products",0.61,75,"Ayikple","GA","loss ratio>40%","has irpm","no action"
8737,"2010","Nov","Francis",2480,"auto",1.87,18,"Dedu","NC","loss ratio < 40%","has irpm","add credit"
2347,"2015","Aug","Kwabena",14456,"products",1.8,49,"Dedu","KY","loss ratio>40%","has irpm","no action"
9202,"2013","May","Abena",31409,"building",1.73,19,"Odeneho","PA","loss ratio < 40%","has irpm","add credit"
7465,"2015","Dec","Priscilla",6331,"home",1.07,98,"Ayikple","TN","loss ratio>40%","has irpm","add debit"
4812,"2010","Oct","Mina",24413,"building",1.14,97,"Ayikple","IL","loss ratio>40%","has irpm","add debit"
4714,"2012","Jan","Adjoa",48614,"products",0.93,15,"Dedu","SC","loss ratio < 40%","has irpm","add credit"
5071,"2015","Mar","Priscilla",16348,"home",1.77,33,"Dedu","VA","loss ratio < 40%","has irpm","add credit"
6229,"2012","Feb","Francis",8299,"products",0.65,29,"Odeneho","SC","loss ratio < 40%","has irpm","add credit"
5468,"2010","Apr","Janice",20577,"contents",1.8,53,"Ayikple","GA","loss ratio>40%","has irpm","no action"
5258,"2011","May","Bella",31166,"building",1.18,0,"Dedu","MD","loss ratio < 40%","has irpm","add credit"
449,"2011","Apr","Abbie",6511,"home",1.13,41,"Odeneho","NJ","loss ratio>40%","has irpm","no action"
4835,"2012","Apr","Kwasi",42326,"auto",0.87,86,"Ayikple","KY","loss ratio>40%","has irpm","no action"
5024,"2012","Mar","Ekow",24718,"home",0.71,66,"Ayikple","FL","loss ratio>40%","has irpm","no action"
5376,"2013","Nov","Franca",3022,"building",1.21,0,"Ayikple","MN","loss ratio < 40%","has irpm","add credit"
9206,"2015","Jul","Kwabena",18528,"products",0.92,63,"Dedu","NC","loss ratio>40%","has irpm","no action"
9974,"2010","Feb","Franca",27057,"auto",1.2,55,"Dedu","WI","loss ratio>40%","has irpm","no action"
664,"2010","Oct","Franca",5807,"contents",1.1,79,"Odeneho","NJ","loss ratio>40%","has irpm","add debit"
5874,"2010","Mar","Ben",29587,"building",1.79,66,"Dedu","GA","loss ratio>40%","has irpm","no action"
7097,"2014","May","Kwabena",24786,"auto",1.91,38,"Odeneho","SC","loss ratio < 40%","has irpm","add credit"
1247,"2015","Sep","Abbie",39634,"contents",1.7,21,"Ayikple","NY","loss ratio < 40%","has irpm","add credit"
6696,"2010","Apr","Ekow",40728,"building",1.35,71,"Odeneho","KY","loss ratio>40%","has irpm","add debit"
4157,"2012","Jan","Janice",44845,"contents",1.34,94,"Odeneho","FL","loss ratio>40%","has irpm","add debit"
8452,"2012","Aug","Francis",21112,"contents",1.56,73,"Odeneho","VA","loss ratio>40%","has irpm","add debit"
4264,"2012","Jul","Ekow",44983,"building",1.28,50,"Ayikple","VA","loss ratio>40%","has irpm","no action"
4803,"2010","Sep","Janice",40964,"products",1.13,88,"Odeneho","NC","loss ratio>40%","has irpm","add debit"
3231,"2015","Nov","Ama",9111,"products",0.83,42,"Odeneho","TN","loss ratio>40%","has irpm","no action"
4429,"2013","Apr","Adjoa",46364,"building",1.46,46,"Dedu","PA","loss ratio>40%","has irpm","no action"
635,"2012","Jul","Ekow",22172,"building",1.54,60,"Dedu","VA","loss ratio>40%","has irpm","no action"
4597,"2015","Jun","Franca",2726,"building",1.5,70,"Odeneho","NC","loss ratio>40%","has irpm","no action"
8204,"2010","May","Janice",9598,"products",1,1,"Odeneho","NC","loss ratio < 40%","has no irpm","add credit"
9062,"2013","Oct","Franca",47624,"contents",1.3,13,"Dedu","NJ","loss ratio < 40%","has irpm","add credit"
3731,"2011","Nov","David",41948,"contents",1.57,40,"Ayikple","NC","loss ratio>40%","has irpm","no action"
9378,"2010","Oct","Emefa",27960,"home",1.44,52,"Ayikple","GA","loss ratio>40%","has irpm","no action"
322,"2013","Oct","Franca",29994,"products",0.86,17,"Ayikple","GA","loss ratio < 40%","has irpm","add credit"
404,"2012","Sep","Mina",26010,"building",1.99,96,"Odeneho","MD","loss ratio>40%","has irpm","add debit"
1373,"2012","Sep","Mina",41540,"building",1.25,29,"Odeneho","PA","loss ratio < 40%","has irpm","add credit"
10313,"2015","Jan","Janice",15655,"products",0.94,94,"Dedu","NJ","loss ratio>40%","has irpm","no action"
6873,"2015","Nov","Bella",15504,"building",1.06,86,"Dedu","GA","loss ratio>40%","has irpm","add debit"
2393,"2011","Oct","Franca",7817,"products",1.6,55,"Dedu","GA","loss ratio>40%","has irpm","no action"
6436,"2011","Dec","Bella",42515,"contents",1.87,48,"Ayikple","TN","loss ratio>40%","has irpm","no action"
4449,"2014","Apr","Ben",27542,"products",1.71,23,"Ayikple","NY","loss ratio < 40%","has irpm","add credit"
2463,"2013","Jun","Abbie",38284,"auto",1.88,26,"Ayikple","KY","loss ratio < 40%","has irpm","add credit"
149,"2010","Jun","Francis",36627,"auto",1.76,47,"Ayikple","TN","loss ratio>40%","has irpm","no action"
5696,"2011","Nov","Janice",25287,"products",1.94,16,"Dedu","IL","loss ratio < 40%","has irpm","add credit"
571,"2010","Aug","Ama",33477,"contents",1.87,88,"Odeneho","TN","loss ratio>40%","has irpm","add debit"
7127,"2015","Mar","Adjoa",42623,"building",1.26,25,"Dedu","VA","loss ratio < 40%","has irpm","add credit"
1153,"2015","Apr","Aseda",13253,"home",1.39,43,"Dedu","IL","loss ratio>40%","has irpm","no action"
5587,"2012","Sep","Ama",34598,"building",0.61,35,"Ayikple","NC","loss ratio < 40%","has irpm","add credit"
7137,"2010","Apr","Abbie",5409,"products",0.65,92,"Ayikple","MN","loss ratio>40%","has irpm","no action"
2195,"2010","Aug","Kwabena",19452,"auto",1.68,40,"Ayikple","FL","loss ratio>40%","has irpm","no action"
1158,"2010","Jan","Franca",2982,"building",0.64,40,"Ayikple","KY","loss ratio>40%","has irpm","no action"
6501,"2011","Dec","Ben",45128,"products",0.99,4,"Odeneho","TN","loss ratio < 40%","has irpm","add credit"
1805,"2010","Dec","Alex",16347,"auto",0.89,7,"Dedu","NY","loss ratio < 40%","has irpm","add credit"
8773,"2010","Nov","Bella",25910,"auto",1.37,9,"Dedu","VA","loss ratio < 40%","has irpm","add credit"
4527,"2010","Aug","Mina",13142,"building",0.78,39,"Odeneho","NY","loss ratio < 40%","has irpm","add credit"
4035,"2010","May","David",27217,"products",1.36,79,"Odeneho","GA","loss ratio>40%","has irpm","add debit"
3178,"2012","May","Mina",38305,"contents",1.38,62,"Ayikple","MN","loss ratio>40%","has irpm","no action"
9909,"2011","Jan","Kwabena",17446,"auto",1.65,10,"Odeneho","NY","loss ratio < 40%","has irpm","add credit"
4749,"2010","Mar","Franca",39765,"products",1.13,54,"Dedu","NC","loss ratio>40%","has irpm","no action"
1321,"2010","Feb","Kwabena",19864,"products",1.33,32,"Dedu","KY","loss ratio < 40%","has irpm","add credit"
8416,"2010","Jul","Franca",48345,"auto",1.31,80,"Dedu","MD","loss ratio>40%","has irpm","add debit"
2079,"2015","Mar","Ekow",47404,"building",1.55,62,"Dedu","FL","loss ratio>40%","has irpm","no action"
1109,"2012","Jul","David",28894,"products",1.51,6,"Ayikple","GA","loss ratio < 40%","has irpm","add credit"
1809,"2010","Apr","Dan",6469,"products",0.78,58,"Ayikple","MN","loss ratio>40%","has irpm","no action"
9606,"2012","Aug","Emefa",19226,"contents",1.41,62,"Ayikple","WI","loss ratio>40%","has irpm","no action"
8848,"2014","May","Aseda",22423,"products",0.7,93,"Ayikple","FL","loss ratio>40%","has irpm","no action"
2573,"2015","Oct","Ekow",36498,"auto",1.22,39,"Odeneho","SC","loss ratio < 40%","has irpm","add credit"
378,"2010","Dec","Priscilla",17138,"products",0.56,21,"Dedu","NJ","loss ratio < 40%","has irpm","add credit"
7943,"2015","May","Ama",42015,"contents",1.97,96,"Ayikple","WI","loss ratio>40%","has irpm","add debit"
4832,"2015","Apr","Abena",48807,"building",1.83,69,"Ayikple","IL","loss ratio>40%","has irpm","no action"
1876,"2014","Oct","Bella",16375,"auto",1.01,69,"Dedu","SC","loss ratio>40%","has irpm","no action"
9558,"2012","Jun","Ama",20338,"products",1.15,59,"Dedu","VA","loss ratio>40%","has irpm","no action"
3969,"2010","Mar","Priscilla",24717,"home",1.13,45,"Odeneho","WI","loss ratio>40%","has irpm","no action"
10414,"2012","Jul","Adjoa",25328,"products",1.91,79,"Ayikple","KY","loss ratio>40%","has irpm","add debit"
6661,"2013","Jul","Emefa",46828,"products",1.4,41,"Odeneho","TN","loss ratio>40%","has irpm","no action"
5501,"2013","Jun","Kwabena",40017,"contents",1.4,66,"Dedu","NY","loss ratio>40%","has irpm","no action"
1230,"2010","Apr","Bella",12289,"home",1.63,42,"Ayikple","PA","loss ratio>40%","has irpm","no action"
2731,"2015","Oct","Bella",2540,"building",1.92,84,"Odeneho","TN","loss ratio>40%","has irpm","add debit"
8072,"2014","Aug","Francis",30598,"products",1.56,80,"Dedu","MN","loss ratio>40%","has irpm","add debit"
1598,"2015","May","Adjoa",4642,"building",1.75,25,"Dedu","KY","loss ratio < 40%","has irpm","add credit"
6368,"2013","Dec","Ben",28365,"home",1.13,26,"Ayikple","IL","loss ratio < 40%","has irpm","add credit"
3896,"2011","Dec","Ama",4424,"building",1.17,72,"Odeneho","TN","loss ratio>40%","has irpm","add debit"
1200,"2014","Aug","Ben",4359,"contents",0.98,87,"Dedu","PA","loss ratio>40%","has irpm","no action"
1741,"2014","Sep","Abbie",46619,"auto",1.9,17,"Ayikple","MD","loss ratio < 40%","has irpm","add credit"
5728,"2014","Nov","Kwasi",37916,"products",0.52,49,"Odeneho","TN","loss ratio>40%","has irpm","no action"
1171,"2014","Nov","Abbie",5691,"products",1.71,50,"Odeneho","KY","loss ratio>40%","has irpm","no action"
9965,"2011","Jul","Kwasi",21009,"building",0.8,17,"Odeneho","MN","loss ratio < 40%","has irpm","add credit"
3826,"2015","Jul","David",42355,"contents",0.5,13,"Odeneho","KY","loss ratio < 40%","has irpm","add credit"
9396,"2013","Jan","Kwabena",28738,"auto",1.24,89,"Odeneho","FL","loss ratio>40%","has irpm","add debit"
2129,"2010","Oct","Ama",18330,"contents",1.09,88,"Dedu","TX","loss ratio>40%","has irpm","add debit"
3934,"2011","Nov","Ama",48546,"home",1.96,82,"Ayikple","GA","loss ratio>40%","has irpm","add debit"
1403,"2013","Apr","Francis",36991,"auto",1.29,85,"Odeneho","TX","loss ratio>40%","has irpm","add debit"
7269,"2013","May","Emefa",24303,"home",0.94,47,"Ayikple","FL","loss ratio>40%","has irpm","no action"
1327,"2011","Jun","Francis",28847,"building",1.74,83,"Ayikple","NJ","loss ratio>40%","has irpm","add debit"
749,"2014","Jan","Ekow",26311,"auto",1.06,5,"Odeneho","GA","loss ratio < 40%","has irpm","add credit"
7568,"2014","Feb","Abena",32012,"building",1,79,"Ayikple","NY","loss ratio>40%","has no irpm","no action"
2546,"2015","Feb","Alex",11597,"auto",1,42,"Dedu","VA","loss ratio>40%","has no irpm","no action"
10272,"2015","Jul","Abbie",1596,"auto",1.54,63,"Dedu","VA","loss ratio>40%","has irpm","no action"
3401,"2012","Aug","Alex",14131,"products",0.59,36,"Odeneho","PA","loss ratio < 40%","has irpm","add credit"
3798,"2011","Aug","Priscilla",49798,"products",1.95,55,"Ayikple","TN","loss ratio>40%","has irpm","no action"
1352,"2010","Feb","Ben",7789,"building",0.88,84,"Dedu","TN","loss ratio>40%","has irpm","no action"
1224,"2012","Mar","Ekow",32751,"auto",1.88,33,"Ayikple","NC","loss ratio < 40%","has irpm","add credit"
1263,"2012","Jan","Kwasi",13158,"building",1.54,7,"Odeneho","WI","loss ratio < 40%","has irpm","add credit"
4354,"2013","Dec","Ben",21756,"auto",1.74,52,"Dedu","PA","loss ratio>40%","has irpm","no action"
4170,"2011","Jun","Kwasi",6066,"products",1.97,36,"Dedu","NJ","loss ratio < 40%","has irpm","add credit"
5215,"2011","Nov","Kwasi",8600,"products",1.43,59,"Odeneho","VA","loss ratio>40%","has irpm","no action"
3785,"2013","Oct","Dan",36323,"auto",0.59,18,"Dedu","TN","loss ratio < 40%","has irpm","add credit"
471,"2013","Mar","Janice",21759,"products",1.18,24,"Odeneho","GA","loss ratio < 40%","has irpm","add credit"
46,"2011","Nov","Ekow",47138,"auto",1.47,23,"Dedu","MN","loss ratio < 40%","has irpm","add credit"
8495,"2012","Oct","Adjoa",38304,"building",1.49,48,"Odeneho","NJ","loss ratio>40%","has irpm","no action"
7195,"2015","Nov","Aseda",14951,"home",1.09,70,"Dedu","NC","loss ratio>40%","has irpm","no action"
2261,"2013","Nov","Alex",5401,"contents",1.07,58,"Ayikple","WI","loss ratio>40%","has irpm","no action"
5060,"2015","Aug","Abena",15566,"home",1.79,31,"Odeneho","NY","loss ratio < 40%","has irpm","add credit"
5144,"2012","Oct","Bella",41701,"auto",0.93,55,"Ayikple","SC","loss ratio>40%","has irpm","no action"
8385,"2014","Feb","Abena",3354,"home",1.62,45,"Odeneho","VA","loss ratio>40%","has irpm","no action"
10026,"2014","Nov","Aseda",20950,"building",1.05,72,"Odeneho","NC","loss ratio>40%","has irpm","add debit"
8814,"2010","Aug","Priscilla",14519,"home",1.94,44,"Ayikple","GA","loss ratio>40%","has irpm","no action"
2048,"2010","May","Janice",33544,"auto",1.37,61,"Ayikple","SC","loss ratio>40%","has irpm","no action"
2766,"2012","Jun","Emefa",36479,"home",1.95,18,"Dedu","MN","loss ratio < 40%","has irpm","add credit"
30,"2010","Jul","Emefa",43668,"products",1.14,16,"Odeneho","MD","loss ratio < 40%","has irpm","add credit"
10399,"2013","Jun","Abena",23941,"auto",1.16,41,"Dedu","IL","loss ratio>40%","has irpm","no action"
3699,"2010","Sep","Aseda",9416,"products",1.23,80,"Dedu","TX","loss ratio>40%","has irpm","add debit"
8445,"2015","Aug","Kwasi",15318,"home",0.57,61,"Ayikple","PA","loss ratio>40%","has irpm","no action"
1661,"2011","Apr","Ekow",39558,"building",1.69,11,"Dedu","NJ","loss ratio < 40%","has irpm","add credit"
9768,"2014","Aug","Adjoa",36731,"auto",1.29,97,"Dedu","TN","loss ratio>40%","has irpm","add debit"
2117,"2013","Dec","Ekow",32764,"auto",0.85,50,"Odeneho","GA","loss ratio>40%","has irpm","no action"
5743,"2010","Jan","Mina",45399,"contents",1.2,68,"Odeneho","VA","loss ratio>40%","has irpm","no action"
4871,"2010","Sep","David",33593,"auto",1.12,13,"Dedu","MN","loss ratio < 40%","has irpm","add credit"
3513,"2014","Aug","Priscilla",28976,"home",1.18,35,"Odeneho","NY","loss ratio < 40%","has irpm","add credit"
6152,"2015","Jun","Janice",46377,"building",1.63,85,"Dedu","WI","loss ratio>40%","has irpm","add debit"
4844,"2014","Jun","Franca",24224,"home",0.84,83,"Ayikple","FL","loss ratio>40%","has irpm","no action"
4872,"2015","Sep","Ekow",41277,"building",0.58,49,"Ayikple","TX","loss ratio>40%","has irpm","no action"
8611,"2013","Apr","Dan",35566,"auto",1.66,44,"Odeneho","TN","loss ratio>40%","has irpm","no action"
1880,"2010","Dec","Franca",38675,"products",1.54,40,"Odeneho","MD","loss ratio < 40%","has irpm","add credit"
9287,"2010","Jan","Janice",43951,"products",1.29,51,"Odeneho","TN","loss ratio>40%","has irpm","no action"
6209,"2013","Jan","Janice",25498,"building",1.33,63,"Odeneho","PA","loss ratio>40%","has irpm","no action"
5162,"2010","Sep","Aseda",38163,"home",0.78,22,"Ayikple","KY","loss ratio < 40%","has irpm","add credit"
8017,"2013","Feb","Franca",35923,"products",0.5,94,"Dedu","MN","loss ratio>40%","has irpm","add credit"
8089,"2012","Sep","Bella",43223,"contents",1.93,88,"Dedu","KY","loss ratio>40%","has irpm","add debit"
6276,"2015","Nov","Abena",12945,"products",1,15,"Dedu","IL","loss ratio < 40%","has no irpm","add credit"
3664,"2014","Apr","Francis",14645,"contents",0.98,70,"Odeneho","TN","loss ratio>40%","has irpm","no action"
10350,"2014","Aug","Bella",44402,"building",2,82,"Odeneho","NY","loss ratio>40%","has irpm","add debit"
3667,"2010","Aug","Alex",12644,"building",1.61,96,"Dedu","TN","loss ratio>40%","has irpm","add debit"
6422,"2014","Apr","Alex",16927,"contents",1.12,57,"Ayikple","KY","loss ratio>40%","has irpm","no action"
9045,"2010","Jun","Ama",37010,"building",1.67,22,"Odeneho","KY","loss ratio < 40%","has irpm","add credit"
7635,"2010","Aug","Francis",9200,"building",0.87,57,"Dedu","NY","loss ratio>40%","has irpm","no action"
9982,"2015","Nov","David",24165,"home",1.18,30,"Dedu","NC","loss ratio < 40%","has irpm","add credit"
